Date,FC_ID,IsMetro,StockStart,Demand,DemandFulfilled,Backorders,StockEnd,ReorderPoint,OrderPlaced,OrderQty,LeadTimeFloat,SafetyStock
2021-03-26,FC_18,False,1634,90,90,0,1544,377,0,0,3.57,163
2021-03-26,FC_19,False,1597,0,0,0,1597,467,0,0,4.73,183
2021-03-26,FC_20,True,6459,120,120,0,6339,897,0,0,5.84,196
2021-03-27,FC_01,False,1663,22,22,0,1641,523,0,0,7.18,92
2021-03-27,FC_02,True,4770,135,135,0,4635,1023,0,0,4.23,516
2021-03-27,FC_03,False,482,22,22,0,460,342,0,0,3.39,138
2021-03-27,FC_04,False,147,15,15,0,132,168,1,204,2.21,36
2021-03-27,FC_05,True,385,90,90,0,295,402,1,509,1.34,241
2021-03-27,FC_06,True,413,60,60,0,353,244,0,0,0.3,208
2021-03-27,FC_07,True,777,90,90,0,687,468,0,0,2.12,214
2021-03-27,FC_08,False,6906,52,52,0,6854,648,0,0,9.64,70
2021-03-27,FC_09,False,1249,30,30,0,1219,350,0,0,4.95,53
2021-03-27,FC_10,True,3243,135,135,0,3108,760,0,0,4.44,227
2021-03-27,FC_11,False,269,38,38,0,231,198,0,0,1.42,113
2021-03-27,FC_12,True,2670,60,60,0,2610,927,0,0,6.17,187
2021-03-27,FC_13,False,275,135,135,0,140,136,0,0,1.18,65
2021-03-27,FC_14,True,1177,210,210,0,967,427,0,0,1.54,243
2021-03-27,FC_15,False,269,75,75,0,194,313,1,432,2.81,144
2021-03-27,FC_16,True,947,255,255,0,692,864,1,1036,6.19,121
2021-03-27,FC_17,True,2715,30,30,0,2685,871,0,0,4.26,359
2021-03-27,FC_18,False,1544,75,75,0,1469,377,0,0,3.57,163
2021-03-27,FC_19,False,1597,52,52,0,1545,467,0,0,4.73,183
2021-03-27,FC_20,True,6339,45,45,0,6294,897,0,0,5.84,196
2021-03-28,FC_01,False,1641,38,38,0,1603,523,0,0,7.18,92
2021-03-28,FC_02,True,4635,210,210,0,4425,1023,0,0,4.23,516
2021-03-28,FC_03,False,898,38,38,0,860,342,0,0,3.39,138
2021-03-28,FC_04,False,132,52,52,0,80,168,1,256,2.21,36
2021-03-28,FC_05,True,714,90,90,0,624,402,0,0,1.34,241
2021-03-28,FC_06,True,353,120,120,0,233,244,1,255,0.3,208
2021-03-28,FC_07,True,687,90,90,0,597,468,0,0,2.12,214
2021-03-28,FC_08,False,6854,52,52,0,6802,648,0,0,9.64,70
2021-03-28,FC_09,False,1219,82,82,0,1137,350,0,0,4.95,53
2021-03-28,FC_10,True,3108,180,180,0,2928,760,0,0,4.44,227
2021-03-28,FC_11,False,231,52,52,0,179,198,1,217,1.42,113
2021-03-28,FC_12,True,4113,120,120,0,3993,927,0,0,6.17,187
2021-03-28,FC_13,False,140,45,45,0,95,136,1,177,1.18,65
2021-03-28,FC_14,True,967,150,150,0,817,427,0,0,1.54,243
2021-03-28,FC_15,False,521,45,45,0,476,313,0,0,2.81,144
2021-03-28,FC_16,True,692,90,90,0,602,864,1,1126,6.19,121
2021-03-28,FC_17,True,2685,120,120,0,2565,871,0,0,4.26,359
2021-03-28,FC_18,False,1469,45,45,0,1424,377,0,0,3.57,163
2021-03-28,FC_19,False,1545,128,128,0,1417,467,0,0,4.73,183
2021-03-28,FC_20,True,6294,45,45,0,6249,897,0,0,5.84,196
2021-03-29,FC_01,False,1603,60,60,0,1543,523,0,0,7.18,92
2021-03-29,FC_02,True,4425,150,150,0,4275,1023,0,0,4.23,516
2021-03-29,FC_03,False,1373,45,45,0,1328,342,0,0,3.39,138
2021-03-29,FC_04,False,269,75,75,0,194,168,0,0,2.21,36
2021-03-29,FC_05,True,1133,90,90,0,1043,402,0,0,1.34,241
2021-03-29,FC_06,True,488,90,90,0,398,244,0,0,0.3,208
2021-03-29,FC_07,True,597,180,180,0,417,468,1,519,2.12,214
2021-03-29,FC_08,False,6802,98,98,0,6704,648,0,0,9.64,70
2021-03-29,FC_09,False,1137,120,120,0,1017,350,0,0,4.95,53
2021-03-29,FC_10,True,2928,180,180,0,2748,760,0,0,4.44,227
2021-03-29,FC_11,False,179,90,90,0,89,198,1,307,1.42,113
2021-03-29,FC_12,True,5556,30,30,0,5526,927,0,0,6.17,187
2021-03-29,FC_13,False,95,15,15,0,80,136,1,192,1.18,65
2021-03-29,FC_14,True,817,45,45,0,772,427,0,0,1.54,243
2021-03-29,FC_15,False,833,15,15,0,818,313,0,0,2.81,144
2021-03-29,FC_16,True,602,135,135,0,467,864,1,1261,6.19,121
2021-03-29,FC_17,True,2565,60,60,0,2505,871,0,0,4.26,359
2021-03-29,FC_18,False,1424,120,120,0,1304,377,0,0,3.57,163
2021-03-29,FC_19,False,1417,120,120,0,1297,467,0,0,4.73,183
2021-03-29,FC_20,True,6249,105,105,0,6144,897,0,0,5.84,196
2021-03-30,FC_01,False,1543,60,60,0,1483,523,0,0,7.18,92
2021-03-30,FC_02,True,4275,30,30,0,4245,1023,0,0,4.23,516
2021-03-30,FC_03,False,1893,15,15,0,1878,342,0,0,3.39,138
2021-03-30,FC_04,False,398,22,22,0,376,168,0,0,2.21,36
2021-03-30,FC_05,True,1043,210,210,0,833,402,0,0,1.34,241
2021-03-30,FC_06,True,398,225,225,0,173,244,1,315,0.3,208
2021-03-30,FC_07,True,417,60,60,0,357,468,1,579,2.12,214
2021-03-30,FC_08,False,6704,8,8,0,6696,648,0,0,9.64,70
2021-03-30,FC_09,False,1017,82,82,0,935,350,0,0,4.95,53
2021-03-30,FC_10,True,2748,75,75,0,2673,760,0,0,4.44,227
2021-03-30,FC_11,False,306,52,52,0,254,198,0,0,1.42,113
2021-03-30,FC_12,True,7149,105,105,0,7044,927,0,0,6.17,187
2021-03-30,FC_13,False,257,15,15,0,242,136,0,0,1.18,65
2021-03-30,FC_14,True,772,105,105,0,667,427,0,0,1.54,243
2021-03-30,FC_15,False,1250,30,30,0,1220,313,0,0,2.81,144
2021-03-30,FC_16,True,467,90,90,0,377,864,1,1351,6.19,121
2021-03-30,FC_17,True,2505,90,90,0,2415,871,0,0,4.26,359
2021-03-30,FC_18,False,1304,82,82,0,1222,377,0,0,3.57,163
2021-03-30,FC_19,False,1297,60,60,0,1237,467,0,0,4.73,183
2021-03-30,FC_20,True,6144,45,45,0,6099,897,0,0,5.84,196
2021-03-31,FC_01,False,1483,38,38,0,1445,523,0,0,7.18,92
2021-03-31,FC_02,True,4245,75,75,0,4170,1023,0,0,4.23,516
2021-03-31,FC_03,False,1878,30,30,0,1848,342,0,0,3.39,138
2021-03-31,FC_04,False,632,52,52,0,580,168,0,0,2.21,36
2021-03-31,FC_05,True,833,90,90,0,743,402,0,0,1.34,241
2021-03-31,FC_06,True,488,75,75,0,413,244,0,0,0.3,208
2021-03-31,FC_07,True,357,105,105,0,252,468,1,684,2.12,214
2021-03-31,FC_08,False,6696,68,68,0,6628,648,0,0,9.64,70
2021-03-31,FC_09,False,935,45,45,0,890,350,0,0,4.95,53
2021-03-31,FC_10,True,2673,90,90,0,2583,760,0,0,4.44,227
2021-03-31,FC_11,False,561,60,60,0,501,198,0,0,1.42,113
2021-03-31,FC_12,True,8892,135,135,0,8757,927,0,0,6.17,187
2021-03-31,FC_13,False,434,22,22,0,412,136,0,0,1.18,65
2021-03-31,FC_14,True,667,180,180,0,487,427,0,0,1.54,243
2021-03-31,FC_15,False,1220,82,82,0,1138,313,0,0,2.81,144
2021-03-31,FC_16,True,377,90,90,0,287,864,1,1441,6.19,121
2021-03-31,FC_17,True,2415,105,105,0,2310,871,0,0,4.26,359
2021-03-31,FC_18,False,1222,82,82,0,1140,377,0,0,3.57,163
2021-03-31,FC_19,False,1237,82,82,0,1155,467,0,0,4.73,183
2021-03-31,FC_20,True,6099,195,195,0,5904,897,0,0,5.84,196
2021-04-01,FC_01,False,1445,52,52,0,1393,523,0,0,7.18,92
2021-04-01,FC_02,True,4170,45,45,0,4125,1023,0,0,4.23,516
2021-04-01,FC_03,False,1848,52,52,0,1796,342,0,0,3.39,138
2021-04-01,FC_04,False,580,75,75,0,505,168,0,0,2.21,36
2021-04-01,FC_05,True,743,120,120,0,623,402,0,0,1.34,241
2021-04-01,FC_06,True,413,45,45,0,368,244,0,0,0.3,208
2021-04-01,FC_07,True,771,270,270,0,501,468,0,0,2.12,214
2021-04-01,FC_08,False,6628,45,45,0,6583,648,0,0,9.64,70
2021-04-01,FC_09,False,890,45,45,0,845,350,0,0,4.95,53
2021-04-01,FC_10,True,2583,135,135,0,2448,760,0,0,4.44,227
2021-04-01,FC_11,False,501,68,68,0,433,198,0,0,1.42,113
2021-04-01,FC_12,True,9927,30,30,0,9897,927,0,0,6.17,187
2021-04-01,FC_13,False,412,82,82,0,330,136,0,0,1.18,65
2021-04-01,FC_14,True,487,165,165,0,322,427,1,532,1.54,243
2021-04-01,FC_15,False,1138,82,82,0,1056,313,0,0,2.81,144
2021-04-01,FC_16,True,287,225,225,0,62,864,1,1666,6.19,121
2021-04-01,FC_17,True,2310,150,150,0,2160,871,0,0,4.26,359
2021-04-01,FC_18,False,1140,8,8,0,1132,377,0,0,3.57,163
2021-04-01,FC_19,False,1155,60,60,0,1095,467,0,0,4.73,183
2021-04-01,FC_20,True,5904,135,135,0,5769,897,0,0,5.84,196
2021-04-02,FC_01,False,1393,52,52,0,1341,523,0,0,7.18,92
2021-04-02,FC_02,True,4125,45,45,0,4080,1023,0,0,4.23,516
2021-04-02,FC_03,False,1796,90,90,0,1706,342,0,0,3.39,138
2021-04-02,FC_04,False,505,60,60,0,445,168,0,0,2.21,36
2021-04-02,FC_05,True,623,90,90,0,533,402,0,0,1.34,241
2021-04-02,FC_06,True,368,165,165,0,203,244,1,285,0.3,208
2021-04-02,FC_07,True,1080,90,90,0,990,468,0,0,2.12,214
2021-04-02,FC_08,False,6583,38,38,0,6545,648,0,0,9.64,70
2021-04-02,FC_09,False,845,15,15,0,830,350,0,0,4.95,53
2021-04-02,FC_10,True,2448,135,135,0,2313,760,0,0,4.44,227
2021-04-02,FC_11,False,433,52,52,0,381,198,0,0,1.42,113
2021-04-02,FC_12,True,9897,150,150,0,9747,927,0,0,6.17,187
2021-04-02,FC_13,False,330,45,45,0,285,136,0,0,1.18,65
2021-04-02,FC_14,True,322,30,30,0,292,427,1,562,1.54,243
2021-04-02,FC_15,False,1056,22,22,0,1034,313,0,0,2.81,144
2021-04-02,FC_16,True,62,135,62,73,0,864,1,1728,6.19,121
2021-04-02,FC_17,True,2160,105,105,0,2055,871,0,0,4.26,359
2021-04-02,FC_18,False,1132,90,90,0,1042,377,0,0,3.57,163
2021-04-02,FC_19,False,1095,98,98,0,997,467,0,0,4.73,183
2021-04-02,FC_20,True,5769,120,120,0,5649,897,0,0,5.84,196
2021-04-03,FC_01,False,1341,45,45,0,1296,523,0,0,7.18,92
2021-04-03,FC_02,True,4080,90,90,0,3990,1023,0,0,4.23,516
2021-04-03,FC_03,False,1706,60,60,0,1646,342,0,0,3.39,138
2021-04-03,FC_04,False,445,30,30,0,415,168,0,0,2.21,36
2021-04-03,FC_05,True,533,120,120,0,413,402,0,0,1.34,241
2021-04-03,FC_06,True,488,60,60,0,428,244,0,0,0.3,208
2021-04-03,FC_07,True,1674,45,45,0,1629,468,0,0,2.12,214
2021-04-03,FC_08,False,6545,52,52,0,6493,648,0,0,9.64,70
2021-04-03,FC_09,False,830,60,60,0,770,350,0,0,4.95,53
2021-04-03,FC_10,True,2313,180,180,0,2133,760,0,0,4.44,227
2021-04-03,FC_11,False,381,75,75,0,306,198,0,0,1.42,113
2021-04-03,FC_12,True,9747,105,105,0,9642,927,0,0,6.17,187
2021-04-03,FC_13,False,285,22,22,0,263,136,0,0,1.18,65
2021-04-03,FC_14,True,824,150,150,0,674,427,0,0,1.54,243
2021-04-03,FC_15,False,1034,60,60,0,974,313,0,0,2.81,144
2021-04-03,FC_16,True,1036,120,120,0,916,864,0,0,6.19,121
2021-04-03,FC_17,True,2055,90,90,0,1965,871,0,0,4.26,359
2021-04-03,FC_18,False,1042,75,75,0,967,377,0,0,3.57,163
2021-04-03,FC_19,False,997,68,68,0,929,467,0,0,4.73,183
2021-04-03,FC_20,True,5649,15,15,0,5634,897,0,0,5.84,196
2021-04-04,FC_01,False,1296,60,60,0,1236,523,0,0,7.18,92
2021-04-04,FC_02,True,3990,315,315,0,3675,1023,0,0,4.23,516
2021-04-04,FC_03,False,1646,30,30,0,1616,342,0,0,3.39,138
2021-04-04,FC_04,False,415,75,75,0,340,168,0,0,2.21,36
2021-04-04,FC_05,True,413,135,135,0,278,402,1,526,1.34,241
2021-04-04,FC_06,True,428,60,60,0,368,244,0,0,0.3,208
2021-04-04,FC_07,True,1629,120,120,0,1509,468,0,0,2.12,214
2021-04-04,FC_08,False,6493,90,90,0,6403,648,0,0,9.64,70
2021-04-04,FC_09,False,770,8,8,0,762,350,0,0,4.95,53
2021-04-04,FC_10,True,2133,135,135,0,1998,760,0,0,4.44,227
2021-04-04,FC_11,False,306,60,60,0,246,198,0,0,1.42,113
2021-04-04,FC_12,True,9642,180,180,0,9462,927,0,0,6.17,187
2021-04-04,FC_13,False,263,52,52,0,211,136,0,0,1.18,65
2021-04-04,FC_14,True,1236,195,195,0,1041,427,0,0,1.54,243
2021-04-04,FC_15,False,974,120,120,0,854,313,0,0,2.81,144
2021-04-04,FC_16,True,2042,120,120,0,1922,864,0,0,6.19,121
2021-04-04,FC_17,True,1965,135,135,0,1830,871,0,0,4.26,359
2021-04-04,FC_18,False,967,52,52,0,915,377,0,0,3.57,163
2021-04-04,FC_19,False,929,82,82,0,847,467,0,0,4.73,183
2021-04-04,FC_20,True,5634,120,120,0,5514,897,0,0,5.84,196
2021-04-05,FC_01,False,1236,75,75,0,1161,523,0,0,7.18,92
2021-04-05,FC_02,True,3675,300,300,0,3375,1023,0,0,4.23,516
2021-04-05,FC_03,False,1616,30,30,0,1586,342,0,0,3.39,138
2021-04-05,FC_04,False,340,98,98,0,242,168,0,0,2.21,36
2021-04-05,FC_05,True,278,60,60,0,218,402,1,586,1.34,241
2021-04-05,FC_06,True,368,45,45,0,323,244,0,0,0.3,208
2021-04-05,FC_07,True,1509,60,60,0,1449,468,0,0,2.12,214
2021-04-05,FC_08,False,6403,52,52,0,6351,648,0,0,9.64,70
2021-04-05,FC_09,False,762,98,98,0,664,350,0,0,4.95,53
2021-04-05,FC_10,True,1998,105,105,0,1893,760,0,0,4.44,227
2021-04-05,FC_11,False,246,60,60,0,186,198,1,210,1.42,113
2021-04-05,FC_12,True,9462,120,120,0,9342,927,0,0,6.17,187
2021-04-05,FC_13,False,211,68,68,0,143,136,0,0,1.18,65
2021-04-05,FC_14,True,1041,150,150,0,891,427,0,0,1.54,243
2021-04-05,FC_15,False,854,210,210,0,644,313,0,0,2.81,144
2021-04-05,FC_16,True,3183,150,150,0,3033,864,0,0,6.19,121
2021-04-05,FC_17,True,1830,90,90,0,1740,871,0,0,4.26,359
2021-04-05,FC_18,False,915,22,22,0,893,377,0,0,3.57,163
2021-04-05,FC_19,False,847,38,38,0,809,467,0,0,4.73,183
2021-04-05,FC_20,True,5514,225,225,0,5289,897,0,0,5.84,196
2021-04-06,FC_01,False,1161,68,68,0,1093,523,0,0,7.18,92
2021-04-06,FC_02,True,3375,135,135,0,3240,1023,0,0,4.23,516
2021-04-06,FC_03,False,1586,60,60,0,1526,342,0,0,3.39,138
2021-04-06,FC_04,False,242,75,75,0,167,168,1,169,2.21,36
2021-04-06,FC_05,True,744,225,225,0,519,402,0,0,1.34,241
2021-04-06,FC_06,True,323,135,135,0,188,244,1,300,0.3,208
2021-04-06,FC_07,True,1449,195,195,0,1254,468,0,0,2.12,214
2021-04-06,FC_08,False,6351,60,60,0,6291,648,0,0,9.64,70
2021-04-06,FC_09,False,664,75,75,0,589,350,0,0,4.95,53
2021-04-06,FC_10,True,1893,30,30,0,1863,760,0,0,4.44,227
2021-04-06,FC_11,False,186,45,45,0,141,198,1,255,1.42,113
2021-04-06,FC_12,True,9342,150,150,0,9192,927,0,0,6.17,187
2021-04-06,FC_13,False,143,135,135,0,8,136,1,264,1.18,65
2021-04-06,FC_14,True,891,105,105,0,786,427,0,0,1.54,243
2021-04-06,FC_15,False,644,75,75,0,569,313,0,0,2.81,144
2021-04-06,FC_16,True,4384,180,180,0,4204,864,0,0,6.19,121
2021-04-06,FC_17,True,1740,105,105,0,1635,871,0,0,4.26,359
2021-04-06,FC_18,False,893,128,128,0,765,377,0,0,3.57,163
2021-04-06,FC_19,False,809,150,150,0,659,467,0,0,4.73,183
2021-04-06,FC_20,True,5289,75,75,0,5214,897,0,0,5.84,196
2021-04-07,FC_01,False,1093,15,15,0,1078,523,0,0,7.18,92
2021-04-07,FC_02,True,3240,60,60,0,3180,1023,0,0,4.23,516
2021-04-07,FC_03,False,1526,45,45,0,1481,342,0,0,3.39,138
2021-04-07,FC_04,False,167,120,120,0,47,168,1,289,2.21,36
2021-04-07,FC_05,True,1105,195,195,0,910,402,0,0,1.34,241
2021-04-07,FC_06,True,488,105,105,0,383,244,0,0,0.3,208
2021-04-07,FC_07,True,1254,75,75,0,1179,468,0,0,2.12,214
2021-04-07,FC_08,False,6291,68,68,0,6223,648,0,0,9.64,70
2021-04-07,FC_09,False,589,52,52,0,537,350,0,0,4.95,53
2021-04-07,FC_10,True,1863,150,150,0,1713,760,0,0,4.44,227
2021-04-07,FC_11,False,351,82,82,0,269,198,0,0,1.42,113
2021-04-07,FC_12,True,9192,75,75,0,9117,927,0,0,6.17,187
2021-04-07,FC_13,False,8,38,8,30,0,136,1,272,1.18,65
2021-04-07,FC_14,True,786,255,255,0,531,427,0,0,1.54,243
2021-04-07,FC_15,False,569,52,52,0,517,313,0,0,2.81,144
2021-04-07,FC_16,True,5645,180,180,0,5465,864,0,0,6.19,121
2021-04-07,FC_17,True,1635,75,75,0,1560,871,0,0,4.26,359
2021-04-07,FC_18,False,765,52,52,0,713,377,0,0,3.57,163
2021-04-07,FC_19,False,659,60,60,0,599,467,0,0,4.73,183
2021-04-07,FC_20,True,5214,150,150,0,5064,897,0,0,5.84,196
2021-04-08,FC_01,False,1078,52,52,0,1026,523,0,0,7.18,92
2021-04-08,FC_02,True,3180,90,90,0,3090,1023,0,0,4.23,516
2021-04-08,FC_03,False,1481,68,68,0,1413,342,0,0,3.39,138
2021-04-08,FC_04,False,47,82,47,35,0,168,1,336,2.21,36
2021-04-08,FC_05,True,910,300,300,0,610,402,0,0,1.34,241
2021-04-08,FC_06,True,383,75,75,0,308,244,0,0,0.3,208
2021-04-08,FC_07,True,1179,75,75,0,1104,468,0,0,2.12,214
2021-04-08,FC_08,False,6223,45,45,0,6178,648,0,0,9.64,70
2021-04-08,FC_09,False,537,75,75,0,462,350,0,0,4.95,53
2021-04-08,FC_10,True,1713,120,120,0,1593,760,0,0,4.44,227
2021-04-08,FC_11,False,524,30,30,0,494,198,0,0,1.42,113
2021-04-08,FC_12,True,9117,210,210,0,8907,927,0,0,6.17,187
2021-04-08,FC_13,False,264,22,22,0,242,136,0,0,1.18,65
2021-04-08,FC_14,True,531,90,90,0,441,427,0,0,1.54,243
2021-04-08,FC_15,False,517,68,68,0,449,313,0,0,2.81,144
2021-04-08,FC_16,True,7131,135,135,0,6996,864,0,0,6.19,121
2021-04-08,FC_17,True,1560,30,30,0,1530,871,0,0,4.26,359
2021-04-08,FC_18,False,713,75,75,0,638,377,0,0,3.57,163
2021-04-08,FC_19,False,599,105,105,0,494,467,0,0,4.73,183
2021-04-08,FC_20,True,5064,165,165,0,4899,897,0,0,5.84,196
2021-04-09,FC_01,False,1026,60,60,0,966,523,0,0,7.18,92
2021-04-09,FC_02,True,3090,180,180,0,2910,1023,0,0,4.23,516
2021-04-09,FC_03,False,1413,15,15,0,1398,342,0,0,3.39,138
2021-04-09,FC_04,False,169,60,60,0,109,168,1,227,2.21,36
2021-04-09,FC_05,True,610,150,150,0,460,402,0,0,1.34,241
2021-04-09,FC_06,True,308,105,105,0,203,244,1,285,0.3,208
2021-04-09,FC_07,True,1104,75,75,0,1029,468,0,0,2.12,214
2021-04-09,FC_08,False,6178,38,38,0,6140,648,0,0,9.64,70
2021-04-09,FC_09,False,462,15,15,0,447,350,0,0,4.95,53
2021-04-09,FC_10,True,1593,180,180,0,1413,760,0,0,4.44,227
2021-04-09,FC_11,False,494,60,60,0,434,198,0,0,1.42,113
2021-04-09,FC_12,True,8907,90,90,0,8817,927,0,0,6.17,187
2021-04-09,FC_13,False,514,90,90,0,424,136,0,0,1.18,65
2021-04-09,FC_14,True,441,45,45,0,396,427,1,458,1.54,243
2021-04-09,FC_15,False,449,60,60,0,389,313,0,0,2.81,144
2021-04-09,FC_16,True,8724,165,165,0,8559,864,0,0,6.19,121
2021-04-09,FC_17,True,1530,210,210,0,1320,871,0,0,4.26,359
2021-04-09,FC_18,False,638,52,52,0,586,377,0,0,3.57,163
2021-04-09,FC_19,False,494,82,82,0,412,467,1,522,4.73,183
2021-04-09,FC_20,True,4899,135,135,0,4764,897,0,0,5.84,196
2021-04-10,FC_01,False,966,60,60,0,906,523,0,0,7.18,92
2021-04-10,FC_02,True,2910,105,105,0,2805,1023,0,0,4.23,516
2021-04-10,FC_03,False,1398,45,45,0,1353,342,0,0,3.39,138
2021-04-10,FC_04,False,398,52,52,0,346,168,0,0,2.21,36
2021-04-10,FC_05,True,460,225,225,0,235,402,1,569,1.34,241
2021-04-10,FC_06,True,488,30,30,0,458,244,0,0,0.3,208
2021-04-10,FC_07,True,1029,165,165,0,864,468,0,0,2.12,214
2021-04-10,FC_08,False,6140,68,68,0,6072,648,0,0,9.64,70
2021-04-10,FC_09,False,447,135,135,0,312,350,1,388,4.95,53
2021-04-10,FC_10,True,1413,90,90,0,1323,760,0,0,4.44,227
2021-04-10,FC_11,False,434,52,52,0,382,198,0,0,1.42,113
2021-04-10,FC_12,True,8817,60,60,0,8757,927,0,0,6.17,187
2021-04-10,FC_13,False,424,52,52,0,372,136,0,0,1.18,65
2021-04-10,FC_14,True,396,135,135,0,261,427,1,593,1.54,243
2021-04-10,FC_15,False,389,68,68,0,321,313,0,0,2.81,144
2021-04-10,FC_16,True,8559,105,105,0,8454,864,0,0,6.19,121
2021-04-10,FC_17,True,1320,105,105,0,1215,871,0,0,4.26,359
2021-04-10,FC_18,False,586,75,75,0,511,377,0,0,3.57,163
2021-04-10,FC_19,False,412,15,15,0,397,467,1,537,4.73,183
2021-04-10,FC_20,True,4764,105,105,0,4659,897,0,0,5.84,196
2021-04-11,FC_01,False,906,60,60,0,846,523,0,0,7.18,92
2021-04-11,FC_02,True,2805,135,135,0,2670,1023,0,0,4.23,516
2021-04-11,FC_03,False,1353,90,90,0,1263,342,0,0,3.39,138
2021-04-11,FC_04,False,682,45,45,0,637,168,0,0,2.21,36
2021-04-11,FC_05,True,235,105,105,0,130,402,1,674,1.34,241
2021-04-11,FC_06,True,458,90,90,0,368,244,0,0,0.3,208
2021-04-11,FC_07,True,864,120,120,0,744,468,0,0,2.12,214
2021-04-11,FC_08,False,6072,120,120,0,5952,648,0,0,9.64,70
2021-04-11,FC_09,False,312,112,112,0,200,350,1,500,4.95,53
2021-04-11,FC_10,True,1323,150,150,0,1173,760,0,0,4.44,227
2021-04-11,FC_11,False,382,82,82,0,300,198,0,0,1.42,113
2021-04-11,FC_12,True,8757,120,120,0,8637,927,0,0,6.17,187
2021-04-11,FC_13,False,372,45,45,0,327,136,0,0,1.18,65
2021-04-11,FC_14,True,719,180,180,0,539,427,0,0,1.54,243
2021-04-11,FC_15,False,321,90,90,0,231,313,1,395,2.81,144
2021-04-11,FC_16,True,8454,285,285,0,8169,864,0,0,6.19,121
2021-04-11,FC_17,True,1215,75,75,0,1140,871,0,0,4.26,359
2021-04-11,FC_18,False,511,30,30,0,481,377,0,0,3.57,163
2021-04-11,FC_19,False,397,8,8,0,389,467,1,545,4.73,183
2021-04-11,FC_20,True,4659,150,150,0,4509,897,0,0,5.84,196
2021-04-12,FC_01,False,846,15,15,0,831,523,0,0,7.18,92
2021-04-12,FC_02,True,2670,135,135,0,2535,1023,0,0,4.23,516
2021-04-12,FC_03,False,1263,98,98,0,1165,342,0,0,3.39,138
2021-04-12,FC_04,False,864,30,30,0,834,168,0,0,2.21,36
2021-04-12,FC_05,True,699,105,105,0,594,402,0,0,1.34,241
2021-04-12,FC_06,True,368,165,165,0,203,244,1,285,0.3,208
2021-04-12,FC_07,True,744,165,165,0,579,468,0,0,2.12,214
2021-04-12,FC_08,False,5952,30,30,0,5922,648,0,0,9.64,70
2021-04-12,FC_09,False,200,45,45,0,155,350,1,545,4.95,53
2021-04-12,FC_10,True,1173,150,150,0,1023,760,0,0,4.44,227
2021-04-12,FC_11,False,300,75,75,0,225,198,0,0,1.42,113
2021-04-12,FC_12,True,8637,120,120,0,8517,927,0,0,6.17,187
2021-04-12,FC_13,False,327,112,112,0,215,136,0,0,1.18,65
2021-04-12,FC_14,True,1132,75,75,0,1057,427,0,0,1.54,243
2021-04-12,FC_15,False,231,30,30,0,201,313,1,425,2.81,144
2021-04-12,FC_16,True,8169,75,75,0,8094,864,0,0,6.19,121
2021-04-12,FC_17,True,1140,75,75,0,1065,871,0,0,4.26,359
2021-04-12,FC_18,False,481,68,68,0,413,377,0,0,3.57,163
2021-04-12,FC_19,False,389,68,68,0,321,467,1,613,4.73,183
2021-04-12,FC_20,True,4509,225,225,0,4284,897,0,0,5.84,196
2021-04-13,FC_01,False,831,52,52,0,779,523,0,0,7.18,92
2021-04-13,FC_02,True,2535,195,195,0,2340,1023,0,0,4.23,516
2021-04-13,FC_03,False,1165,60,60,0,1105,342,0,0,3.39,138
2021-04-13,FC_04,False,834,60,60,0,774,168,0,0,2.21,36
2021-04-13,FC_05,True,1268,150,150,0,1118,402,0,0,1.34,241
2021-04-13,FC_06,True,488,150,150,0,338,244,0,0,0.3,208
2021-04-13,FC_07,True,579,90,90,0,489,468,0,0,2.12,214
2021-04-13,FC_08,False,5922,38,38,0,5884,648,0,0,9.64,70
2021-04-13,FC_09,False,155,52,52,0,103,350,1,597,4.95,53
2021-04-13,FC_10,True,1023,180,180,0,843,760,0,0,4.44,227
2021-04-13,FC_11,False,225,82,82,0,143,198,1,253,1.42,113
2021-04-13,FC_12,True,8517,270,270,0,8247,927,0,0,6.17,187
2021-04-13,FC_13,False,215,45,45,0,170,136,0,0,1.18,65
2021-04-13,FC_14,True,1057,0,0,0,1057,427,0,0,1.54,243
2021-04-13,FC_15,False,201,30,30,0,171,313,1,455,2.81,144
2021-04-13,FC_16,True,8094,255,255,0,7839,864,0,0,6.19,121
2021-04-13,FC_17,True,1065,75,75,0,990,871,0,0,4.26,359
2021-04-13,FC_18,False,413,38,38,0,375,377,1,379,3.57,163
2021-04-13,FC_19,False,321,8,8,0,313,467,1,621,4.73,183
2021-04-13,FC_20,True,4284,225,225,0,4059,897,0,0,5.84,196
2021-04-14,FC_01,False,779,30,30,0,749,523,0,0,7.18,92
2021-04-14,FC_02,True,2340,45,45,0,2295,1023,0,0,4.23,516
2021-04-14,FC_03,False,1105,38,38,0,1067,342,0,0,3.39,138
2021-04-14,FC_04,False,774,82,82,0,692,168,0,0,2.21,36
2021-04-14,FC_05,True,1118,135,135,0,983,402,0,0,1.34,241
2021-04-14,FC_06,True,338,225,225,0,113,244,1,375,0.3,208
2021-04-14,FC_07,True,489,90,90,0,399,468,1,537,2.12,214
2021-04-14,FC_08,False,5884,38,38,0,5846,648,0,0,9.64,70
2021-04-14,FC_09,False,103,45,45,0,58,350,1,642,4.95,53
2021-04-14,FC_10,True,843,270,270,0,573,760,1,947,4.44,227
2021-04-14,FC_11,False,143,68,68,0,75,198,1,321,1.42,113
2021-04-14,FC_12,True,8247,90,90,0,8157,927,0,0,6.17,187
